No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat,Long
13,2/7/2023,อุโมงค์ถาวรธวัช,ถาวรธวัช,2935,885,1,0,15,1,9021,3583,5,1,238,9,2682,837,2,0,53,1,20269,13.74146181,100.6160971
14,2/8/2023,พระราม 9,รัชดาภิเษก,6309,1301,68,1,25,16,23469,5624,313,1,265,125,5432,1104,77,1,29,70,44230,13.75608015,100.5649663
15,2/8/2023,พระราม 9,อโศกดินแดง,4410,1189,49,3,92,9,17454,6778,159,10,1214,78,5501,1532,46,2,87,11,38624,13.75608015,100.5649663
16,2/8/2023,พระราม 9,พระราม 9,3558,920,37,3,59,8,13393,4872,214,16,774,85,3916,1301,42,2,25,23,29248,13.75608015,100.5649663
17,2/9/2023,พระรามที่ 2,สุขสวัสดิ์,7752,2517,264,49,245,226,26184,12588,1076,216,2227,725,5506,2436,260,56,170,176,62673,13.68512289,100.4877892
18,2/9/2023,พระรามที่ 2,พระรามที่ 2,4962,1717,169,0,91,11,13625,7931,547,0,2254,53,3894,1823,106,2,329,75,37589,13.68512289,100.4877892
19,2/10/2023,ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,11184,2899,41,0,137,9,35693,12212,138,0,1401,34,9971,2484,27,0,110,8,76348,13.82591065,100.6281899
20,2/10/2023,ประเสริฐมนูกิจ - ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,10339,2928,52,0,142,7,32990,12574,146,1,1424,34,10807,3261,35,1,140,5,74886,13.82591065,100.6281899
21,2/13/2023,ซังฮี้,สามเสน,1733,322,82,0,16,6,7370,2050,411,0,176,50,1466,396,64,0,23,16,14181,13.77838011,100.5084347
22,2/13/2023,ซังฮี้,ราชวิถี,2005,333,91,0,14,6,7464,1917,533,0,121,37,2313,347,100,0,9,6,15296,13.77838011,100.5084347
23,2/14/2023,วขิระ,สามเสน,620,105,100,0,3,1,2286,462,324,0,29,2,208,111,112,0,7,3,4373,13.78129093,100.5097905
24,2/14/2023,วขิระ,สุโขทัย,2067,387,77,1,17,8,9640,3382,190,1,195,58,2264,505,42,1,19,10,18864,13.78129093,100.5097905
25,2/16/2023,สี่เสาเสาเทเวศร์,สามเสน,2147,511,48,1,5,12,3932,1069,245,2,30,106,1028,238,51,0,6,42,9473,13.77116165,100.5050178
26,2/16/2023,สี่เสาเสาเทเวศร์,ศรีอยุธยา,850,186,9,0,9,35,2456,697,21,0,26,246,713,201,4,0,2,39,5494,13.77116165,100.5050178
27,2/17/2023,ศรีย่าน,สามเสน,1000,242,122,0,11,16,4548,1343,477,0,82,120,1095,322,123,0,17,18,9536,13.78535419,100.5117745
28,2/17/2023,ศรีย่าน,นครไชยศรี,210,82,5,7,5,11,1023,399,14,39,14,49,166,68,6,9,2,4,2113,13.78535419,100.5117745
29,2/20/2023,บางกระบือ,สามเสน,1659,284,37,0,5,15,4713,1335,276,1,162,124,959,379,75,0,53,29,10106,13.78935313,100.5146366
30,2/20/2023,บางกระบือ,เขียวไข่กา,425,81,0,0,0,2,396,69,0,0,0,3,31,15,0,0,0,0,1022,13.78935313,100.5146366
31,2/20/2023,บางกระบือ,อำนวยสงคราม,705,152,60,0,7,14,2941,900,178,0,107,80,777,206,59,0,10,12,6208,13.78935313,100.5146366
32,2/21/2023,เกียกกาย,สามเสน,879,195,26,0,6,4,3198,816,121,0,28,36,1545,233,32,0,8,6,7133,13.79722809,100.5214466
33,2/21/2023,เกียกกาย,ทหาร,1101,261,19,0,20,14,3516,1222,65,3,119,66,1528,380,18,0,20,7,8359,13.79722809,100.5214466
34,2/21/2023,เกียกกาย,ประชาราษฎร์สาย 1,3514,370,35,0,13,5,4887,1137,172,0,165,15,682,162,37,0,17,10,11221,13.79722809,100.5214466
35,2/22/2023,เทเวศร์,สามเสน,1464,360,101,0,10,109,4466,1221,427,1,34,397,1043,174,83,0,5,72,9967,13.76960958,100.5037136
36,2/22/2023,เทเวศร์,กรุงเกษม,443,132,30,1,8,31,1882,713,107,0,81,184,269,94,12,0,6,28,4021,13.76960958,100.5037136
37,2/23/2023,บางขุนพรหม,สามเสน,1327,156,39,0,19,57,4723,927,194,1,72,289,1281,182,40,0,2,56,9365,13.76690259,100.5011025
38,2/23/2023,บางขุนพรหม,วิสุทธิกษัตริย์,653,216,44,0,6,65,1998,884,149,0,20,264,588,174,30,1,1,50,5143,13.76690259,100.5011025
39,2/24/2023,บางลำพู,สามเสน,1200,425,48,1,7,98,5263,1705,212,0,41,535,1177,240,54,0,5,136,11147,13.76218841,100.4982647
40,2/24/2023,บางลำพู,พระสุเมรุ,965,216,168,1,3,127,5148,1265,589,0,29,654,1016,314,108,0,2,129,10734,13.76218841,100.4982647
41,2/27/2023,ปากซอยราษฎร์บูรณะ 41,ราษฎร์บูรณะ,2029,816,47,10,91,63,7215,4426,169,30,768,296,1655,670,40,10,94,51,18480,13.66879399,100.5194126
42,2/27/2023,วัดสน,สุขสวัสดิ์ 35,102,40,0,0,1,0,368,269,0,0,8,5,93,62,0,0,0,1,949,13.66855365,100.5136236
43,2/27/2023,วัดสน,สุขสวัสดิ์,6694,2459,345,91,367,22,22903,11944,1472,287,3241,97,6573,2942,388,61,515,8,60409,13.66855365,100.5136236
44,2/28/2023,หน้าวิทยาลัยเทคนิคกาญจนาภิเษกมหานคร,คุ้มเกล้า,1773,989,0,0,60,0,4263,3271,1,0,508,0,1460,929,0,0,51,0,13305,13.80812672,100.7831833
45,2/28/2023,สุวินทวงศ์ - คุ้มเกล้า,คุ้มเกล้า,814,490,0,0,60,0,2161,1794,7,0,456,0,487,426,6,0,59,0,6760,13.81217722,100.7825731
46,2/28/2023,สุวินทวงศ์ - คุ้มเกล้า,สุวินทวงศ์,6798,3785,49,5,425,6,17739,11761,119,30,2738,16,6244,3863,132,4,489,2,54205,13.81217722,100.7825731
1,1/3/2023,พรานนก,อิสรภาพ,1579,379,21,7,21,168,6395,1920,111,22,134,607,1911,473,33,9,14,153,13957,13.75557464,100.4779597
2,1/3/2023,พรานนก,พานนก,3374,704,54,0,16,107,9819,2534,176,1,79,440,2149,623,33,0,26,103,20238,13.75557464,100.4779597
3,1/4/2023,เพชรเกษม - พุทธมณฑลสาย 1,พุทธมณฑลสาย 1,1869,422,0,0,11,20,4938,1509,0,0,100,56,1328,320,1,0,6,2,10582,13.71241267,100.4285125
4,1/4/2023,เพชรเกษม - พุทธมณฑลสาย 1,เพชรเกษม,6231,1848,243,0,77,190,21038,7398,986,2,633,597,5703,1751,166,0,68,61,46992,13.71241267,100.4285125
5,1/5/2023,ศรีอุดม,ศรีนคริน,7774,2607,93,4,103,5,27603,10526,326,13,736,12,7772,2585,81,4,95,0,60339,13.67774948,100.6460593
6,1/5/2023,ศรีอุดม,อุดมสุข,3649,1304,1,1,47,5,12700,5544,3,1,305,27,3264,1113,3,0,14,8,27989,13.67774948,100.6460593
7,1/9/2023,สวนสน,ซอยรามคำแหง 60,513,143,0,0,6,0,1711,604,0,0,31,3,471,143,0,0,4,2,3631,13.76311172,100.6486757
8,1/9/2023,สวนสน,พ่วงศิริ,1021,249,3,0,1,11,3236,1208,11,0,51,29,605,163,1,0,8,1,6598,13.76311172,100.6486757
9,1/9/2023,สวนสน,รามคำแหง,3332,825,69,0,24,5,13737,5120,277,0,268,62,3314,1174,67,0,13,6,28293,13.76311172,100.6486757
10,1/10/2023,สรรพาวุธ,ทางรถไฟสายปากน้ำ,760,280,0,0,58,3,2949,1866,1,2,3449,6,1313,704,3,2,878,0,12274,13.67614169,100.5911928
11,1/10/2023,สรรพาวุธ,สรรพาวุธ,2019,497,4,0,336,4,3731,2088,9,0,2173,9,604,263,8,0,222,0,11967,13.67614169,100.5911928
12,1/11/2023,หัวลำโพง,มหาพฤฒาราม,1689,323,37,1,15,37,5504,1801,162,4,46,208,1354,296,36,0,7,53,11573,13.73787474,100.5162734
13,1/11/2023,หัวลำโพง,พระรามที่ 4,7343,1538,162,1,38,189,24106,9466,739,10,456,1006,5987,2038,173,1,69,245,53567,13.73787474,100.5162734
14,1/12/2023,ประเวศ,เฉลิมพระเกียรติ ร.9,2084,1038,15,0,68,5,5942,4788,26,1,665,14,1751,1281,6,0,93,3,17780,13.72138649,100.6978013
15,1/12/2023,ประเวศ,อ่อนนุช,6968,2936,52,5,330,7,23831,11941,223,15,2588,36,6820,2747,58,4,313,6,58880,13.72138649,100.6978013
16,1/13/2023,กรุงเทพกรีฑา-หมู่บ้านนักกีฬาแหลมทอง,หมู่บ้านนักกีฬาแหลมทอง,261,70,19,0,4,6,610,178,43,0,16,5,233,43,6,0,3,2,1499,13.73917909,100.6926056
17,1/13/2023,กรุงเทพกรีฑา-หมู่บ้านนักกีฬาแหลมทอง,กรุงเทพกรีฑา,1496,569,16,0,17,6,4365,1853,91,0,81,49,1494,449,20,0,21,14,10541,13.73917909,100.6926056
18,1/16/2023,ราชวงศ์,ราชวงศ์,408,132,44,0,8,127,2482,1249,122,0,115,816,536,231,21,0,11,213,6515,13.74235927,100.5069483
19,1/16/2023,ราชวงศ์,เยาวราช,1177,318,68,36,6,130,6948,3095,205,106,90,864,2143,475,48,30,21,180,15940,13.74235927,100.5069483
20,1/17/2023,เอส.เอ.บี,วรจักร,1256,313,65,0,12,147,6300,2374,238,0,118,858,1506,544,65,0,11,209,14016,13.74563882,100.5056842
21,1/17/2023,เอส.เอ.บี,เจริญกรุง,4111,635,144,15,13,197,8919,2297,586,111,104,663,2720,611,162,21,12,181,21502,13.74563882,100.5056842
22,1/17/2023,สามยอด,มหาไชย,4370,810,87,14,23,85,12280,5109,321,61,207,636,2401,836,87,15,27,154,27523,13.74693591,100.5031638
23,1/17/2023,สามยอด,เจริญกรุง,2222,419,96,27,5,162,4840,1647,409,155,40,571,696,103,66,50,4,129,11641,13.74693591,100.5031638
24,1/18/2023,บ้านแขก,ประชาธิปก,8406,2275,295,47,37,373,23453,8566,837,174,374,1346,5918,2015,224,54,33,344,54771,13.73086979,100.4946894
25,1/18/2023,บ้านแขก,อิสรภาพ,1847,341,33,0,15,142,5391,1399,146,0,120,572,1656,435,49,0,16,138,12300,13.73086979,100.4946894
26,1/19/2023,ท่าดินแดง,ท่าดินแดง,822,227,29,3,14,316,2949,1291,133,14,78,624,769,391,41,6,19,146,7872,13.73229922,100.5022172
27,1/19/2023,ท่าดินแดง,สมเด็จเจ้าพระยา,2188,401,42,2,8,204,6367,2048,160,2,80,714,1519,449,56,1,17,146,14404,13.73229922,100.5022172
28,1/20/2023,คลองสาน,เจริญนคร,1583,313,59,0,6,156,4839,1336,221,0,49,767,1130,297,75,0,8,234,11073,13.73006606,100.5086365
29,1/20/2023,คลองสาน,สมเด็จเจ้าพระยา,1012,168,30,6,9,105,4409,1280,116,11,63,311,1213,296,37,2,8,70,9146,13.73006606,100.5086365
30,1/20/2023,คลองสาน,ลาดหญ้า,1186,284,26,1,11,111,4070,1105,104,0,40,276,705,192,34,0,8,68,8221,13.73006606,100.5086365
31,1/23/2023,หน้าโรงเรียนสุเหร่าแสนแสบ,ประชาร่วมใจ,988,782,12,0,29,3,3822,3212,35,0,232,37,954,591,13,0,17,12,10739,13.82516283,100.7518083
32,1/23/2023,สุวินทวงศ์ - นิมิตรใหม่,นิมิตรใหม่,3245,1689,7,3,241,4,8827,5240,33,8,1893,9,2165,1240,18,1,405,2,25030,13.81994048,100.7421938
33,1/23/2023,สุวินทวงศ์ - นิมิตรใหม่,สุวินทวงศ์,4334,1727,22,0,284,2,12555,7002,105,0,1885,10,4167,2056,49,1,212,8,34419,13.81994048,100.7421938
34,1/24/2023,สะพานพระพุทธยอดฟ้า,สะพานพระพุทธยอดฟ้า,5633,576,26,29,3,303,15674,2691,101,110,28,1340,2606,448,13,17,5,266,29869,13.73930947,100.4975938
35,1/24/2023,สะพานพระปกเกล้า,สะพานพระปกเกล้า,8310,1816,172,22,42,241,20386,5529,858,123,314,921,5688,1122,281,14,31,262,46132,13.73886769,100.4985305
36,1/24/2023,สะพานสมเด็จพระเจ้าตากสิน,สะพานสมเด็จพระเจ้าตากสิน,8263,1667,44,2,30,16,33644,9904,176,9,710,123,9674,1938,57,1,46,51,66355,13.71925037,100.5118548
37,1/25/2023,สะพานกรุงธน,สะพานกรุงธน,4847,878,129,0,23,17,20716,5331,691,0,625,34,5791,1209,146,0,70,18,40525,13.78108585,100.5024328
38,1/25/2023,สะพานพระราม 8,สะพานพระราม 8,7934,1654,0,0,17,0,25075,9805,3,0,235,0,7409,1691,1,0,34,0,53858,13.76890374,100.4970968
39,1/25/2023,สะพานสมเด็จพระปิ่นเกล้า,สะพานสมเด็จพระปิ่นเกล้า,12184,2342,273,11,74,167,36612,11613,1174,35,930,545,9793,2644,294,3,109,89,78892,13.76194508,100.4908776
40,1/26/2023,สะพานกรุงเทพ,สะพานกรุงเทพ,4720,1090,63,5,65,93,15087,5061,281,18,473,412,4347,1028,82,7,17,84,32933,13.70092135,100.4921264
41,1/26/2023,สะพานพระราม 3,สะพานพระราม 3,4565,1197,49,0,63,1,16723,6822,258,0,1452,8,3787,1185,96,0,132,2,36340,13.70111304,100.4924451
42,1/26/2023,สะพานภูมิพล 1,สะพานภูมิพล 1,10386,2740,14,0,233,10,25772,12707,97,1,3293,33,9530,3066,27,1,339,4,68253,13.6689716,100.538563
43,1/27/2023,อุโมงค์รัชโยธิน,รัชดาภิเษก,9148,1779,11,0,73,13,28479,8862,34,0,851,34,7691,1941,10,0,84,8,59018,13.82700011,100.5682599
44,1/27/2023,อุโมงค์เกษตร,งามวงศ์วาน-ประเสริฐมนูกิจ,9114,2196,32,0,49,9,27720,9938,120,0,1369,43,6963,2018,43,0,93,0,59707,13.83972854,100.5754236
45,1/27/2023,อุโมงค์สุทธิสาร,รัชดาภิเษก,10269,1597,9,0,24,23,29522,6431,55,1,119,51,7248,1855,20,1,21,6,57252,13.78971584,100.574209
46,1/27/2023,สะพานพระราม 7,สะพานพระราม 7,7552,2070,79,7,107,5,28705,9317,419,28,850,17,8209,2160,126,9,142,9,59811,13.8143432,100.5140527
47,1/30/2023,สามเหลี่ยมดินแดง,ราชปรารภ,3518,643,112,6,29,52,13744,3675,503,52,175,230,5496,847,131,19,31,95,29358,13.76282642,100.5427398
48,1/30/2023,สามเหลี่ยมดินแดง,ราชวิถี 2,308,95,0,0,0,37,465,116,0,0,1,60,87,21,0,0,2,19,1211,13.76282642,100.5427398
49,1/30/2023,สามเหลี่ยมดินแดง,ราชวิถี,1905,448,89,10,3,12,6970,2019,327,44,73,99,2380,525,78,13,18,15,15028,13.76282642,100.5427398
50,1/30/2023,สามเหลี่ยมดินแดง,ดินแดง,4785,1344,173,12,42,49,13728,4314,559,60,287,180,3115,855,107,9,41,47,29707,13.76282642,100.5427398
51,1/30/2023,อุโมงค์ดินแดง,ดินแดง,1747,420,88,18,26,29,7027,1896,349,66,236,126,1500,459,68,23,30,29,14137,13.76398006,100.5479873
52,1/31/2023,วงเวียนหลักสี่,พหลโยธิน,9796,2046,216,2,105,8,36717,11959,893,2,1562,48,10656,2947,239,1,191,12,77400,13.87573916,100.5967665
53,1/31/2023,วงเวียนหลักสี่,แจ้งวัฒนะ,10046,2005,93,15,169,0,31198,7883,419,29,767,25,6206,1596,83,10,163,1,60708,13.87573916,100.5967665
54,1/31/2023,วงเวียนหลักสี่,รามอินทรา,4616,1204,59,9,32,0,20066,7364,297,34,1141,2,4199,1247,77,11,110,2,40470,13.87573916,100.5967665
1,7/3/2023,วังหิน,สุขาภิบาล 1,1341,298,0,0,6,31,4334,1586,1,0,62,145,912,342,0,0,8,22,9088,13.735739,100.521583
2,7/3/2023,วังหิน,ลาดปลาเค้า,790,206,1,0,13,142,3239,1100,3,0,105,253,925,286,1,0,7,125,7196,13.735739,100.521583
3,7/3/2023,วังหิน,เสนานิคม,1595,334,1,0,7,193,5635,1558,1,0,59,537,1406,353,1,0,7,167,11854,13.735739,100.521583
4,7/4/2023,วิทยุ - เพชร,วิทยุ - ทางขึ้นลงทางด่วน,4503,835,116,1,38,10,12963,2956,412,3,146,158,2997,775,52,0,34,58,26057,13.749672,100.548644
5,7/4/2023,วิทยุ - เพชร,เพชรบุรี 37-ทางลงทางด่วน,815,189,3,0,0,1,1409,651,0,0,7,6,264,88,0,0,1,2,3436,13.749672,100.548644
6,7/4/2023,วิทยุ - เพชร,เพชรบุรี,4267,1118,184,0,21,32,17728,5898,791,6,119,366,3848,1149,204,0,10,180,35921,13.749672,100.548644
7,7/5/2023,วิสุทธิกษัตริย์,ประชาธิปไตย,1428,273,68,33,19,73,4797,1243,289,125,104,395,1458,293,73,37,6,84,10798,13.762412,100.504296
8,7/5/2023,วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,5418,1535,9,0,14,34,16879,6014,64,1,116,293,3565,1090,15,0,18,54,35119,13.762412,100.504296
9,7/6/2023,อรุณอัมรินทร์,อรุณอัมรินทร์,6278,1650,106,2,39,63,23521,5760,411,1,216,218,6672,1195,84,0,30,49,46295,13.768718,100.485764
10,7/6/2023,อรุณอัมรินทร์,สมเด็จพระปิ่นเกล้า,17087,3794,358,11,166,153,48491,12761,1428,17,1151,522,15996,3178,249,1,129,132,105624,13.768718,100.485764
11,7/10/2023,พญาไท,พญาไท,5144,970,121,20,42,51,20268,4376,613,72,222,273,4947,786,155,19,19,56,38154,13.735739,100.521583
12,7/10/2023,พญาไท,ศรีอยุธยา,7118,1679,40,8,40,69,25231,9556,241,36,244,270,5651,1680,40,13,31,71,52018,13.735739,100.521583
13,7/11/2023,ทุ่งสาธิต,สุขุมวิท,5823,1745,275,11,155,27,21096,7658,915,42,1292,127,7210,1597,176,20,182,14,48365,13.684346,100.610517
14,7/11/2023,ทุ่งสาธิต,สุขุมวิท 101/1,1009,187,0,0,3,11,3179,919,0,0,67,26,765,246,0,0,4,6,6422,13.684346,100.610517
15,7/12/2023,เจ้าคุณทหาร - ฉลองกรุง,ฉลองกรุง,4505,2672,135,3,294,0,11041,8232,323,12,2443,5,3939,1806,95,2,291,6,35804,13.735739,100.521583
16,7/12/2023,เจ้าคุณทหาร - ฉลองกรุง,เจ้าคุณทหาร,2687,1089,36,0,235,0,5765,4927,89,3,1733,7,1596,1073,17,0,199,1,19457,13.735739,100.521583
17,7/12/2023,ปากซอยฉลองกรุง 61,ฉลองกรุง,2880,1878,58,3,316,0,6336,5703,122,17,1771,0,1796,1488,52,4,319,0,22743,13.776255,100.816649
18,7/13/2023,ท่าพระ,รัชดาภิเษก,2708,1262,62,2,22,13,8812,3690,173,0,292,90,2287,734,29,0,10,16,20202,13.729526,100.474094
19,7/13/2023,ท่าพระ,จรัญสนิทวงศ์,2352,577,46,0,13,90,7536,2278,160,2,86,292,2393,702,32,0,31,83,16673,13.729526,100.474094
20,7/13/2023,ท่าพระ,เพชรเกษม,5059,1144,146,0,31,86,16867,5190,613,2,340,291,4989,1479,168,0,33,65,36503,13.729526,100.474094
21,7/17/2023,วังแดง,ราชสีมา,1734,326,77,37,2,17,6956,2209,312,114,50,125,1388,299,86,31,7,23,13793,13.735739,100.521583
22,7/17/2023,วังแดง,พิษณุโลก,1209,229,103,0,3,42,4010,977,351,1,28,193,1160,320,69,0,1,37,8733,13.735739,100.521583
23,7/17/2023,หน้าธนาคารแห่งประเทศไทย,สามเสน,1553,275,81,0,14,104,4084,950,392,0,115,305,1082,250,80,0,8,89,9382,13.768622,100.502766
24,7/18/2023,ลาดพร้าว 71,ลาดพร้าว 71,1256,258,8,0,8,0,2663,795,34,0,59,22,697,148,8,0,8,6,5970,13.78709225,100.6077469
25,7/18/2023,ลาดพร้าว 71,ลาดพร้าว,2396,635,101,2,16,7,9990,4350,331,1,218,17,2764,983,65,0,35,2,21913,13.78709225,100.6077469
26,7/18/2023,จันทิมา,ลาดพร้าว 80,308,113,0,0,2,0,1375,617,1,0,24,3,565,185,5,0,5,1,3204,13.78832729,100.6051615
27,7/18/2023,จันทิมา,ลาดพร้าว,2562,698,102,0,41,6,7866,3004,459,0,401,32,2461,748,90,0,21,5,18496,13.78832729,100.6051615
28,7/18/2023,จุดกลับรถถนนลาดพร้าว  (ใต้ทางด่วนฉลองรัช),ลาดพร้าว,730,137,0,0,1,2,2054,852,0,0,8,6,571,213,0,0,0,1,4575,13.78640935,100.6087576
29,7/19/2023,รามอินทรา 34,รามอินทรา 34,162,47,0,0,1,0,649,245,1,0,13,0,180,50,0,0,1,0,1349,13.735739,100.521583
30,7/19/2023,รามอินทรา 34,รามอินทรา,7604,2295,93,15,97,4,23131,10861,337,19,2219,15,6185,2922,118,2,302,4,56223,13.735739,100.521583
31,7/19/2023,มัยลาภ,รามอินทรา 14,393,129,0,0,2,0,1475,538,0,0,27,1,409,155,0,0,3,1,3133,13.735739,100.521583
32,7/19/2023,มัยลาภ,รามอินทรา,7912,2678,107,14,149,0,24956,9506,469,59,1187,7,6799,2249,124,22,68,2,56308,13.735739,100.521583
33,7/20/2023,หน้าโรงเรียนทวีธาภิเศก,บางขุนเทียนชายทะเล,1363,745,5,0,37,0,3738,2897,10,2,266,0,913,833,5,0,22,0,10836,13.57979328,100.4258566
34,7/20/2023,หน้า รพ.ผู้สูงอายุบางขุนเทียน,บางขุนเทียนชายทะเล,1088,758,1,1,73,1,3451,3031,8,1,365,2,905,775,5,0,23,0,10488,13.57288923,100.4225114
35,7/21/2023,เตาปูน,ซอยนำชัย,12,5,0,0,0,0,19,12,0,0,0,1,10,7,0,0,0,0,66,13.80638461,100.5308174
36,7/21/2023,เตาปูน,ประชาราษฎร์,1809,223,32,0,7,50,4120,1081,146,1,68,144,747,168,26,0,7,69,8698,13.80638461,100.5308174
37,7/21/2023,เตาปูน,ประชาราษฎร์สาย 2,2854,480,54,0,21,61,9990,2668,244,1,169,283,3358,631,55,0,26,65,20960,13.80638461,100.5308174
38,7/24/2023,ปากซอยคู้บอน 44,คู้บอน,4706,1506,6,0,51,0,17394,5252,24,0,304,1,4231,1193,12,0,39,1,34720,13.85782012,100.6862873
39,7/24/2023,ปากซอยนิมิตใหม่ 40,นิมิตใหม่,3539,1679,0,0,526,0,6887,4587,2,2,2285,3,1767,1093,8,0,258,0,22636,13.8862141,100.3185204
40,7/24/2023,หทัยราษฎร์ - หทัยมิตร,หทัยราษฎร์,3166,1656,10,3,43,6,9615,5648,45,15,349,28,2481,1413,10,0,30,3,24521,13.735739,100.521583
41,7/24/2023,หทัยราษฎร์ - หทัยมิตร,หทัยมิตร,1952,583,1,3,10,2,5176,1944,3,16,108,7,1553,709,0,3,27,1,12098,13.735739,100.521583
42,7/25/2023,หลักสี่,กำแพงเพชร 6,1786,325,2,0,9,1,7735,2128,9,4,43,14,2988,563,1,1,5,2,15616,13.735739,100.521583
43,7/25/2023,หลักสี่,แจ้งวัฒนะ,4016,705,38,0,71,4,12675,4112,193,5,419,22,2591,811,52,5,82,2,25803,13.735739,100.521583
44,7/26/2023,เย็นอากาศ,นางลิ้นจี่,1727,651,33,0,32,18,7499,2779,193,0,245,61,2622,807,50,0,53,19,16789,13.71041128,100.5418687
45,7/26/2023,เย็นอากาศ,จันทน์,1086,174,9,0,24,20,2732,780,31,0,92,40,965,264,5,0,9,13,6244,13.71041128,100.5418687
46,7/26/2023,เย็นอากาศ,เย็นอากาศ,159,38,0,0,2,1,724,281,0,0,3,11,193,99,0,0,0,1,1512,13.71041128,100.5418687
47,7/27/2023,ศุลกากร,เกษมราษฎร์,2890,869,106,2,81,13,10667,4479,393,3,805,85,2891,1033,115,1,43,22,24498,13.714725,100.565167
48,7/27/2023,ศุลกากร,สุนทรโกษา,2072,650,78,0,147,68,6027,3085,313,0,1387,229,1440,559,137,0,160,24,16376,13.714725,100.565167
49,7/27/2023,ศุลกากร,อาจณรงค์,1302,598,9,0,108,11,3010,2136,5,0,934,21,728,501,3,0,183,6,9555,13.714725,100.565167
1,6/1/2023,ลาดพร้าว,วิภาวดีรังสิต,20501,4655,207,16,190,24,74646,23226,760,73,2437,113,18213,5016,184,17,223,30,150531,13.812796,100.559813
2,6/1/2023,ลาดพร้าว,พหลโยธิน,11014,1585,398,56,66,51,35548,6874,1849,139,501,276,8968,1741,372,27,29,51,69545,13.812796,100.559813
3,6/6/2023,ทองหล่อ,สุขุมวิท,3802,978,113,6,26,30,14421,4656,494,21,162,143,3776,1051,117,5,28,29,29858,13.723635,100.579396
4,6/6/2023,ทองหล่อ,สุขุมวิท 55,1408,458,12,0,14,10,5122,1960,70,0,99,68,992,389,11,0,13,23,10649,13.723635,100.579396
5,6/6/2023,เพชรบุรี - ทองหล่อ,ทองหล่อ,2101,442,1,0,13,3,7115,1945,6,4,114,23,1852,511,0,0,9,2,14141,13.744439,100.586154
6,6/6/2023,เพชรบุรี - ทองหล่อ,เพชรบุรี,6101,1218,148,4,114,26,23002,6471,591,3,867,120,5689,1314,148,0,137,21,45974,13.744439,100.586154
7,6/7/2023,ลาดปลาเค้า,ลาดปลาเค้า,1116,240,5,0,15,1,4398,1004,17,0,37,6,1060,260,2,0,11,2,8174,13.864423,100.614598
8,6/7/2023,ลาดปลาเค้า,รามอินทรา,7489,2680,138,6,76,14,28902,12038,610,23,2157,66,8105,2812,114,6,127,6,65369,13.864423,100.614598
9,6/8/2023,อโศกมนตรี,รัชดาภิเษก,2792,683,24,0,21,17,8274,3133,86,4,152,97,1345,422,22,0,9,25,17106,13.736421,100.561298
10,6/8/2023,อโศกมนตรี,อโศกมนตรี,2459,515,21,0,14,10,7078,2287,105,0,85,48,1816,462,23,0,14,8,14945,13.736421,100.561298
11,6/8/2023,อโศกมนตรี,สุขุมวิท,4730,1161,98,3,60,97,16465,4677,365,15,340,436,3932,1003,102,5,14,90,33593,13.736421,100.561298
12,6/9/2023,อ่อนนุช,สุขุมวิท,5930,1798,229,23,113,35,22493,9092,889,143,1007,147,5357,1768,169,11,109,24,49337,13.708887,100.599424
13,6/9/2023,อ่อนนุช,สุขุมวิท 48/3,6,4,0,0,0,0,36,19,0,0,0,0,5,3,0,0,0,0,73,13.708887,100.599424
14,6/9/2023,อ่อนนุช,สุขุมวิท 77,2325,508,16,3,35,35,7547,2014,72,4,114,207,1878,600,18,2,6,66,15450,13.708887,100.599424
15,6/12/2023,ด่วนนางลิ้นจี่,นางลิ้นจี่,3154,895,15,1,50,11,10214,3581,45,2,188,56,2925,779,9,0,31,7,21963,13.704812,100.544577
16,6/12/2023,ด่วนนางลิ้นจี่,รัชดาภิเษก,3136,497,29,0,20,50,7909,2554,91,0,172,158,1762,526,19,0,30,7,16960,13.704812,100.544577
17,6/13/2023,ปากซอยจรัญสนิทวงศ์ 1,จรัญสนิทวงศ์,2135,483,70,1,12,156,7929,2206,337,8,55,555,2569,655,68,3,19,162,17423,13.731786,100.472838
18,6/13/2023,ปากซอยจรัญสนิทวงศ์ 1,จรัญสนิทวงศ์ 1,45,25,0,0,0,1,117,74,0,0,1,3,21,8,0,0,0,1,296,13.731786,100.472838
19,6/13/2023,ปากซอยเพชรเกษม 16,เพชรเกษม 16,76,25,0,0,0,0,308,103,0,0,0,6,44,23,0,0,0,1,586,13.727944,100.470959
20,6/13/2023,ปากซอยเพชรเกษม 16,เพชรเกษม,5621,1201,178,0,56,80,17474,6168,831,0,483,288,4410,1372,259,0,89,42,38552,13.727944,100.470959
21,6/14/2023,สุขุมวิท 39,สุขุมวิท 39,396,110,0,0,3,16,1357,598,0,7,38,154,388,159,0,0,15,25,3266,13.729995,100.570408
